"Date","Location","Confirmed","Cured","Deaths"
"2020/03/12","Jambi",0,0,0
"2020/03/11","Jambi",0,0,0
"2020/03/10","Jambi",0,0,0
"2020/03/09","Jambi",0,0,0
"2020/03/08","Jambi",0,0,0
"2020/03/07","Jambi",0,0,0
"2020/03/06","Jambi",0,0,0
"2020/03/05","Jambi",0,0,0
"2020/03/04","Jambi",0,0,0
"2020/03/03","Jambi",0,0,0
"2020/03/02","Jambi",0,0,0
"2020/05/15","Jawa Barat",1596,259,100
"2020/05/14","Jawa Barat",1565,242,99
"2020/05/13","Jawa Barat",1556,237,98
"2020/05/12","Jawa Barat",1545,213,98
"2020/05/11","Jawa Barat",1493,213,95
"2020/05/10","Jawa Barat",1437,202,95
"2020/05/09","Jawa Barat",1437,202,95
"2020/05/08","Jawa Barat",1404,184,92
"2020/05/07","Jawa Barat",1381,182,90
"2020/05/06","Jawa Barat",1320,177,90
"2020/05/05","Jawa Barat",1300,167,87
"2020/05/04","Jawa Barat",1252,159,86
"2020/05/03","Jawa Barat",1054,152,85
"2020/05/02","Jawa Barat",1043,147,84
"2020/05/01","Jawa Barat",1012,145,83
"2020/04/30","Jawa Barat",1012,143,83
"2020/04/29","Jawa Barat",1009,107,79
"2020/04/28","Jawa Barat",969,103,79
"2020/04/27","Jawa Barat",951,96,78
"2020/04/26","Jawa Barat",912,93,77
"2020/04/25","Jawa Barat",907,93,77
"2020/04/24","Jawa Barat",862,90,77
"2020/04/23","Jawa Barat",784,87,74
"2020/04/22","Jawa Barat",762,79,71
"2020/04/21","Jawa Barat",756,75,68
"2020/04/20","Jawa Barat",747,56,62
"2020/04/19","Jawa Barat",696,45,59
"2020/04/18","Jawa Barat",641,41,56
"2020/04/17","Jawa Barat",632,41,56
"2020/04/16","Jawa Barat",570,28,53
"2020/04/15","Jawa Barat",559,23,52
"2020/04/14","Jawa Barat",530,23,52
"2020/04/13","Jawa Barat",540,22,52
"2020/04/12","Jawa Barat",450,19,43
"2020/04/11","Jawa Barat",421,19,40
"2020/04/10","Jawa Barat",388,19,40
"2020/04/09","Jawa Barat",376,19,40
"2020/04/08","Jawa Barat",365,17,35
"2020/04/07","Jawa Barat",343,17,29
"2020/04/06","Jawa Barat",263,13,29
"2020/04/05","Jawa Barat",252,12,28
"2020/04/04","Jawa Barat",247,12,28
"2020/04/03","Jawa Barat",225,12,25
"2020/04/02","Jawa Barat",223,11,25
"2020/04/01","Jawa Barat",220,11,21
"2020/03/31","Jawa Barat",198,11,21
"2020/03/30","Jawa Barat",180,8,20
"2020/03/29","Jawa Barat",149,6,19
"2020/03/28","Jawa Barat",119,6,17
"2020/03/27","Jawa Barat",98,5,14
"2020/03/26","Jawa Barat",78,5,11
"2020/03/25","Jawa Barat",73,5,10
"2020/03/24","Jawa Barat",60,5,10
"2020/03/23","Jawa Barat",59,5,9
"2020/03/22","Jawa Barat",59,5,9
"2020/03/21","Jawa Barat",55,1,7
"2020/03/20","Jawa Barat",41,0,7
"2020/03/19","Jawa Barat",26,0,1
"2020/03/18","Jawa Barat",24,0,1
"2020/03/17","Jawa Barat",12,0,0
"2020/03/16","Jawa Barat",9,0,0
"2020/03/15","Jawa Barat",8,0,0
"2020/03/14","Jawa Barat",8,0,0
"2020/03/13","Jawa Barat",5,0,0
"2020/03/12","Jawa Barat",3,0,0
"2020/03/11","Jawa Barat",3,0,0
"2020/03/10","Jawa Barat",2,0,0
"2020/03/09","Jawa Barat",2,0,0
"2020/03/08","Jawa Barat",0,0,0
"2020/03/07","Jawa Barat",0,0,0
"2020/03/06","Jawa Barat",0,0,0
"2020/03/05","Jawa Barat",0,0,0
"2020/03/04","Jawa Barat",0,0,0
"2020/03/03","Jawa Barat",0,0,0
"2020/03/02","Jawa Barat",0,0,0
"2020/05/15","Jawa Tengah",1109,234,70
"2020/05/14","Jawa Tengah",1066,229,66
"2020/05/13","Jawa Tengah",1023,229,66
"2020/05/12","Jawa Tengah",989,229,66
"2020/05/11","Jawa Tengah",980,229,66
"2020/05/10","Jawa Tengah",978,173,66
"2020/05/09","Jawa Tengah",959,173,66
"2020/05/08","Jawa Tengah",933,161,65
"2020/05/07","Jawa Tengah",904,145,64
"2020/05/06","Jawa Tengah",891,145,64
"2020/05/05","Jawa Tengah",849,132,62
"2020/05/04","Jawa Tengah",798,112,62
"2020/05/03","Jawa Tengah",776,112,62
"2020/05/02","Jawa Tengah",767,112,62
"2020/05/01","Jawa Tengah",746,112,60
"2020/04/30","Jawa Tengah",724,102,59
"2020/04/29","Jawa Tengah",711,101,59
"2020/04/28","Jawa Tengah",682,89,58
"2020/04/27","Jawa Tengah",666,88,58
"2020/04/26","Jawa Tengah",649,72,58
"2020/04/25","Jawa Tengah",621,58,54
"2020/04/24","Jawa Tengah",575,58,54
"2020/04/23","Jawa Tengah",538,54,53
"2020/04/22","Jawa Tengah",479,54,53
"2020/04/21","Jawa Tengah",449,51,44
"2020/04/20","Jawa Tengah",351,51,44
"2020/04/19","Jawa Tengah",349,51,44
"2020/04/18","Jawa Tengah",329,44,41
"2020/04/17","Jawa Tengah",304,36,41
"2020/04/16","Jawa Tengah",300,19,27
"2020/04/15","Jawa Tengah",292,19,27
"2020/04/14","Jawa Tengah",278,19,26
"2020/04/13","Jawa Tengah",203,19,25
"2020/04/12","Jawa Tengah",200,19,25
"2020/04/11","Jawa Tengah",144,18,22
"2020/04/10","Jawa Tengah",144,18,22
"2020/04/09","Jawa Tengah",144,18,22
"2020/04/08","Jawa Tengah",140,14,22
"2020/04/07","Jawa Tengah",133,14,22
"2020/04/06","Jawa Tengah",132,14,22
"2020/04/05","Jawa Tengah",120,14,18
"2020/04/04","Jawa Tengah",120,11,18
"2020/04/03","Jawa Tengah",114,11,18
"2020/04/02","Jawa Tengah",104,0,7
"2020/04/01","Jawa Tengah",104,0,7
"2020/03/31","Jawa Tengah",93,0,7
"2020/03/30","Jawa Tengah",81,0,7
"2020/03/29","Jawa Tengah",63,0,7
"2020/03/28","Jawa Tengah",55,0,7
"2020/03/27","Jawa Tengah",43,0,6
"2020/03/26","Jawa Tengah",40,0,6
"2020/03/25","Jawa Tengah",38,0,4
"2020/03/24","Jawa Tengah",19,0,3
"2020/03/23","Jawa Tengah",15,0,3
"2020/03/22","Jawa Tengah",15,0,3
"2020/03/21","Jawa Tengah",14,0,3
"2020/03/20","Jawa Tengah",12,0,3
"2020/03/19","Jawa Tengah",12,0,2
"2020/03/18","Jawa Tengah",8,0,2
"2020/03/17","Jawa Tengah",6,0,1
"2020/03/16","Jawa Tengah",5,0,1
"2020/03/15","Jawa Tengah",4,0,1
"2020/03/14","Jawa Tengah",2,0,1
"2020/03/13","Jawa Tengah",2,0,1
"2020/03/12","Jawa Tengah",0,0,0
"2020/03/11","Jawa Tengah",0,0,0
"2020/03/10","Jawa Tengah",0,0,0
"2020/03/09","Jawa Tengah",0,0,0
"2020/03/08","Jawa Tengah",0,0,0
"2020/03/07","Jawa Tengah",0,0,0
"2020/03/06","Jawa Tengah",0,0,0
"2020/03/05","Jawa Tengah",0,0,0
"2020/03/04","Jawa Tengah",0,0,0
"2020/03/03","Jawa Tengah",0,0,0
"2020/03/02","Jawa Tengah",0,0,0
"2020/05/15","Jawa Timur",1921,294,178
"2020/05/14","Jawa Timur",1863,278,167
"2020/05/13","Jawa Timur",1772,274,163
"2020/05/12","Jawa Timur",1669,258,155
"2020/05/11","Jawa Timur",1536,244,149
"2020/05/10","Jawa Timur",1502,230,143
"2020/05/09","Jawa Timur",1419,227,141
"2020/05/08","Jawa Timur",1284,215,138
"2020/05/07","Jawa Timur",1267,206,133
"2020/05/06","Jawa Timur",1221,199,123
"2020/05/05","Jawa Timur",1171,180,117
"2020/05/04","Jawa Timur",1124,178,117
"2020/05/03","Jawa Timur",1117,174,111
"2020/05/02","Jawa Timur",1037,165,106
"2020/05/01","Jawa Timur",1034,162,99
"2020/04/30","Jawa Timur",958,157,96
"2020/04/29","Jawa Timur",872,152,95
"2020/04/28","Jawa Timur",857,144,90
"2020/04/27","Jawa Timur",796,140,88
"2020/04/26","Jawa Timur",785,138,87
"2020/04/25","Jawa Timur",770,133,75
"2020/04/24","Jawa Timur",690,128,67
"2020/04/23","Jawa Timur",664,112,60
"2020/04/22","Jawa Timur",638,101,58
"2020/04/21","Jawa Timur",603,100,56
"2020/04/20","Jawa Timur",590,98,56
"2020/04/19","Jawa Timur",590,98,54
"2020/04/18","Jawa Timur",555,96,49
"2020/04/17","Jawa Timur",522,94,46
"2020/04/16","Jawa Timur",514,86,46
"2020/04/15","Jawa Timur",499,81,45
"2020/04/14","Jawa Timur",475,76,41
"2020/04/13","Jawa Timur",440,73,30
"2020/04/12","Jawa Timur",386,68,27
"2020/04/11","Jawa Timur",267,64,25
"2020/04/10","Jawa Timur",256,62,22
"2020/04/09","Jawa Timur",223,49,17
"2020/04/08","Jawa Timur",196,46,16
"2020/04/07","Jawa Timur",194,41,16
"2020/04/06","Jawa Timur",189,38,14
"2020/04/05","Jawa Timur",188,30,14
"2020/04/04","Jawa Timur",152,29,14
"2020/04/03","Jawa Timur",155,25,11
"2020/04/02","Jawa Timur",104,22,11
"2020/04/01","Jawa Timur",104,17,9
"2020/03/31","Jawa Timur",93,16,8
"2020/03/30","Jawa Timur",91,16,8
"2020/03/29","Jawa Timur",90,11,7
"2020/03/28","Jawa Timur",77,8,4
"2020/03/27","Jawa Timur",66,8,4
"2020/03/26","Jawa Timur",59,3,3
"2020/03/25","Jawa Timur",51,1,1
"2020/03/24","Jawa Timur",51,0,1
"2020/03/23","Jawa Timur",41,0,1
"2020/03/22","Jawa Timur",41,0,1
"2020/03/21","Jawa Timur",26,0,1
"2020/03/20","Jawa Timur",15,0,1
"2020/03/19","Jawa Timur",9,0,1
"2020/03/18","Jawa Timur",8,0,1
"2020/03/17","Jawa Timur",8,0,0
"2020/03/16","Jawa Timur",0,0,0
"2020/03/15","Jawa Timur",0,0,0
"2020/03/14","Jawa Timur",0,0,0
"2020/03/13","Jawa Timur",0,0,0
"2020/03/12","Jawa Timur",0,0,0
"2020/03/11","Jawa Timur",0,0,0
"2020/03/10","Jawa Timur",0,0,0
"2020/03/09","Jawa Timur",0,0,0
"2020/03/08","Jawa Timur",0,0,0
"2020/03/07","Jawa Timur",0,0,0
"2020/03/06","Jawa Timur",0,0,0
"2020/03/05","Jawa Timur",0,0,0
"2020/03/04","Jawa Timur",0,0,0
"2020/03/03","Jawa Timur",0,0,0
"2020/03/02","Jawa Timur",0,0,0
"2020/05/15","Kalimantan Barat",129,22,3
"2020/05/14","Kalimantan Barat",129,22,3
"2020/05/13","Kalimantan Barat",129,22,3
"2020/05/12","Kalimantan Barat",123,20,3
"2020/05/11","Kalimantan Barat",120,12,3
"2020/05/10","Kalimantan Barat",120,12,3
"2020/05/09","Kalimantan Barat",118,12,3
"2020/05/08","Kalimantan Barat",95,12,3
"2020/05/07","Kalimantan Barat",95,11,3
"2020/05/06","Kalimantan Barat",90,8,3
"2020/05/05","Kalimantan Barat",73,8,3
"2020/05/04","Kalimantan Barat",73,8,3
"2020/05/03","Kalimantan Barat",70,8,3
"2020/05/02","Kalimantan Barat",68,8,3
"2020/05/01","Kalimantan Barat",61,8,3
"2020/04/30","Kalimantan Barat",58,7,3
"2020/04/29","Kalimantan Barat",58,7,3
"2020/04/28","Kalimantan Barat",51,7,3
"2020/04/27","Kalimantan Barat",51,7,3
"2020/04/26","Kalimantan Barat",51,7,3
"2020/04/25","Kalimantan Barat",51,7,3
"2020/04/24","Kalimantan Barat",50,7,3
"2020/04/23","Kalimantan Barat",50,7,3
"2020/04/22","Kalimantan Barat",31,7,3
"2020/04/21","Kalimantan Barat",27,7,3
"2020/04/20","Kalimantan Barat",21,6,3
"2020/04/19","Kalimantan Barat",21,6,3
"2020/04/18","Kalimantan Barat",21,5,3
"2020/04/17","Kalimantan Barat",21,5,3
"2020/04/16","Kalimantan Barat",21,5,3
"2020/04/15","Kalimantan Barat",13,5,3
"2020/04/14","Kalimantan Barat",13,5,3
"2020/04/13","Kalimantan Barat",13,3,3
"2020/04/12","Kalimantan Barat",13,3,3
"2020/04/11","Kalimantan Barat",10,3,2
"2020/04/10","Kalimantan Barat",10,3,2
"2020/04/09","Kalimantan Barat",10,3,2
"2020/04/08","Kalimantan Barat",10,3,2
"2020/04/07","Kalimantan Barat",10,3,2
"2020/04/06","Kalimantan Barat",12,2,2
"2020/04/05","Kalimantan Barat",10,2,2
"2020/04/04","Kalimantan Barat",10,2,2
"2020/04/03","Kalimantan Barat",10,2,2
"2020/04/02","Kalimantan Barat",10,2,2
"2020/04/01","Kalimantan Barat",10,2,2
"2020/03/31","Kalimantan Barat",9,2,2
"2020/03/30","Kalimantan Barat",9,0,0
"2020/03/29","Kalimantan Barat",8,0,0
"2020/03/28","Kalimantan Barat",3,0,0
"2020/03/27","Kalimantan Barat",3,0,0
"2020/03/26","Kalimantan Barat",3,0,0
"2020/03/25","Kalimantan Barat",3,0,0
"2020/03/24","Kalimantan Barat",3,0,0
"2020/03/23","Kalimantan Barat",2,0,0
"2020/03/22","Kalimantan Barat",2,0,0
"2020/03/21","Kalimantan Barat",2,0,0
"2020/03/20","Kalimantan Barat",2,0,0
"2020/03/19","Kalimantan Barat",2,0,0
"2020/03/18","Kalimantan Barat",2,0,0
"2020/03/17","Kalimantan Barat",2,0,0
"2020/03/16","Kalimantan Barat",1,0,0
"2020/03/15","Kalimantan Barat",1,0,0
"2020/03/14","Kalimantan Barat",1,0,0
"2020/03/13","Kalimantan Barat",1,0,0
"2020/03/12","Kalimantan Barat",0,0,0
"2020/03/11","Kalimantan Barat",0,0,0
"2020/03/10","Kalimantan Barat",0,0,0
"2020/03/09","Kalimantan Barat",0,0,0
"2020/03/08","Kalimantan Barat",0,0,0
"2020/03/07","Kalimantan Barat",0,0,0
"2020/03/06","Kalimantan Barat",0,0,0
"2020/03/05","Kalimantan Barat",0,0,0
"2020/03/04","Kalimantan Barat",0,0,0
"2020/03/03","Kalimantan Barat",0,0,0
"2020/03/02","Kalimantan Barat",0,0,0
"2020/05/15","Kalimantan Selatan",363,24,9
"2020/05/14","Kalimantan Selatan",294,24,9
"2020/05/13","Kalimantan Selatan",291,24,9
"2020/05/12","Kalimantan Selatan",277,24,9
"2020/05/11","Kalimantan Selatan",263,24,9
"2020/05/10","Kalimantan Selatan",263,24,9
"2020/05/09","Kalimantan Selatan",253,24,9
"2020/05/08","Kalimantan Selatan",246,24,9
"2020/05/07","Kalimantan Selatan",238,24,9
"2020/05/06","Kalimantan Selatan",225,24,9
"2020/05/05","Kalimantan Selatan",212,24,9
"2020/05/04","Kalimantan Selatan",198,24,9
"2020/05/03","Kalimantan Selatan",195,24,9
"2020/05/02","Kalimantan Selatan",179,24,9
"2020/05/01","Kalimantan Selatan",179,23,9
"2020/04/30","Kalimantan Selatan",170,20,9
"2020/04/29","Kalimantan Selatan",157,20,9
"2020/04/28","Kalimantan Selatan",150,16,6
"2020/04/27","Kalimantan Selatan",150,10,6
"2020/04/26","Kalimantan Selatan",146,10,6
"2020/04/25","Kalimantan Selatan",146,10,6
"2020/04/24","Kalimantan Selatan",132,10,6
"2020/04/23","Kalimantan Selatan",114,9,6
"2020/04/22","Kalimantan Selatan",107,9,6
"2020/04/21","Kalimantan Selatan",98,9,6
"2020/04/20","Kalimantan Selatan",96,9,6
"2020/04/19","Kalimantan Selatan",96,6,6
"2020/04/18","Kalimantan Selatan",92,6,6
"2020/04/17","Kalimantan Selatan",74,6,6
"2020/04/16","Kalimantan Selatan",59,6,6
"2020/04/15","Kalimantan Selatan",49,3,6
"2020/04/14","Kalimantan Selatan",37,3,5
"2020/04/13","Kalimantan Selatan",34,0,2
"2020/04/12","Kalimantan Selatan",34,0,2
"2020/04/11","Kalimantan Selatan",29,0,2
"2020/04/10","Kalimantan Selatan",29,0,2
"2020/04/09","Kalimantan Selatan",22,0,2
"2020/04/08","Kalimantan Selatan",22,0,0
"2020/04/07","Kalimantan Selatan",18,0,0
"2020/04/06","Kalimantan Selatan",18,0,0
"2020/04/05","Kalimantan Selatan",16,0,0
"2020/04/04","Kalimantan Selatan",8,0,0
"2020/04/03","Kalimantan Selatan",8,0,0
"2020/04/02","Kalimantan Selatan",8,0,0
"2020/04/01","Kalimantan Selatan",8,0,0
"2020/03/31","Kalimantan Selatan",8,0,0
"2020/03/30","Kalimantan Selatan",5,0,0
"2020/03/29","Kalimantan Selatan",1,0,0
"2020/03/28","Kalimantan Selatan",1,0,0
"2020/03/27","Kalimantan Selatan",1,0,0
"2020/03/26","Kalimantan Selatan",1,0,0
"2020/03/25","Kalimantan Selatan",2,0,0
"2020/03/24","Kalimantan Selatan",1,0,0
"2020/03/23","Kalimantan Selatan",1,0,0
"2020/03/22","Kalimantan Selatan",1,0,0
"2020/03/21","Kalimantan Selatan",0,0,0
"2020/03/20","Kalimantan Selatan",0,0,0
"2020/03/19","Kalimantan Selatan",0,0,0
"2020/03/18","Kalimantan Selatan",0,0,0
"2020/03/17","Kalimantan Selatan",0,0,0
"2020/03/16","Kalimantan Selatan",0,0,0
"2020/03/15","Kalimantan Selatan",0,0,0
"2020/03/14","Kalimantan Selatan",0,0,0
"2020/03/13","Kalimantan Selatan",0,0,0
"2020/03/12","Kalimantan Selatan",0,0,0
"2020/03/11","Kalimantan Selatan",0,0,0
"2020/03/10","Kalimantan Selatan",0,0,0
"2020/03/09","Kalimantan Selatan",0,0,0
"2020/03/08","Kalimantan Selatan",0,0,0
"2020/03/07","Kalimantan Selatan",0,0,0
"2020/03/06","Kalimantan Selatan",0,0,0
"2020/03/05","Kalimantan Selatan",0,0,0
"2020/03/04","Kalimantan Selatan",0,0,0
"2020/03/03","Kalimantan Selatan",0,0,0
"2020/03/02","Kalimantan Selatan",0,0,0
"2020/05/15","Kalimantan Tengah",227,87,11
